Rank,Title,Director,Tagline,Overview,Runtime,Genres,Release Year,Cast,Rating
5844,Inspector Gadget,David Kellogg,The greatest hero ever assembled.,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",78,"Action, Adventure, Comedy, Family",1999,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Andy Dick, Cheri Oteri, Mike Hagerty, Dabney Coleman, D.L. Hughley, René Auberjonois, Frances Bay, Mr. T",4.46
5845,Ichi the Killer,Takashi Miike,Love really hurts.,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of.",129,"Action, Crime, Horror",2001,"Tadanobu Asano, Nao Omori, Shinya Tsukamoto, SABU, Paulyn Sun, Susumu Terajima, Shun Sugata, Toru Tezuka, Yoshiki Arizono, Kiyohiko Shibukawa, Satoshi Niizuma, Suzuki Matsuo",6.993
5846,Harley Davidson and the Marlboro Man,Simon Wincer,Who says there are no more heroes?,"It's the lawless future, and renegade biker Harley Davidson and his surly cowboy buddy, Marlboro, learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",98,"Action, Thriller",1991,"Mickey Rourke, Don Johnson, Chelsea Field, Daniel Baldwin, Giancarlo Esposito, Vanessa Williams, Robert Ginty, Tom Sizemore, Tia Carrere, Julius Harris, Eloy Casados, Big John Studd",6.315
5847,Mysterious Skin,Gregg Araki,Two boys. One can't remember. The other can't forget.,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",105,Drama,2005,"Joseph Gordon-Levitt, Brady Corbet, Michelle Trachtenberg, Jeffrey Licon, Mary Lynn Rajskub, Elisabeth Shue, Chase Ellison, George Webster, Rachael Nastassja Kraft, Lisa Long, Chris Mulkey, David Lee Smith",7.565
5848,Failure to Launch,Tom Dey,"To leave the nest, some men just need a little push.","Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",97,"Comedy, Romance",2006,"Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel, Justin Bartha, Bradley Cooper, Terry Bradshaw, Kathy Bates, Tyrel Jackson Williams, Katheryn Winnick, Patton Oswalt, Rob Corddry, Stephen Tobolowsky",5.784
5849,Scooby-Doo and the Ghoul School,Charles A. Nichols,"Hey there, it's the ghoul school!","Scooby, Shaggy and Scrappy are on their way to a Miss Grimwood's Finishing School for Girls, where they've been hired as gym teachers. Once there, however, they find that not only is it actually an all-girl school of famous monsters' daughters but there's a villainess out to enslave the girls.",93,"Animation, Family, TV Movie, Mystery, Fantasy",1988,"Casey Kasem, Don Messick, Glynis Johns, Susan Blu, Patty Maloney, Pat Musick, Marilyn Schreffler, Russi Taylor, Frank Welker, Andre Stojka, Zale Kessler, Hamilton Camp",7.4
5850,The Bad Guys: Reign of Chaos,Son Yong-ho,Sometimes Justice Requires Force.,"After a group of criminals manage to escape while being transported, a skilled task force is assembled to help track and return them to prison.",114,"Action, Crime",2019,"Ma Dong-seok, Kim Sang-joong, Kim A-joong, Jang Ki-yong, Park Hyo-joon, In-woo Kim, Lee Jae-yoon, Park Won-sang, Jo Young-jin, Park Hyeong-su, Park Sang-wook, Kang Ye-won",6.788
5851,The Many Adventures of Winnie the Pooh,"Wolfgang Reitherman, John Lounsbery",Hip Hip Poohray!,"Whether we’re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.",74,"Animation, Family, Adventure",1977,"Sterling Holloway, John Fiedler, Junius Matthews, Paul Winchell, Ralph Wright, Howard Morris, Bruce Reitherman, Jon Walmsley, Timothy Turner, Sebastian Cabot, Clint Howard, Dori Whitaker",7.252
5852,The Roundup: Punishment,Heo Myeong-haeng,,'Monster Cop' Ma Seok-do investigates an illegal online gambling business led by a former STS Baek and an IT genius CEO Chang. Ma proposes an unexpected alliance to Jang and begins hunting down the criminals.,109,"Crime, Action, Drama",2024,"Ma Dong-seok, Kim Moo-yul, Park Ji-hwan, Lee Dong-hwi, Lee Ju-bin, Lee Beom-soo, Kim Min-jae, Lee Ji-hoon, Kim Do-geon, Kim Shin-bi, Kwon Il-yong, Hyun Bong-sik",0.0
5853,A Stork's Journey,"Toby Genkel, Reza Memari",Their adventure is the destination.,"Orphaned at birth and raised by storks, teenage sparrow Richard believes he is one of them. But when time comes to migrate to Africa, his stork family is forced to reveal his true identity and leave him behind in the forest, since he is not a migratory bird and would not survive the journey. Determined to prove he is a stork after all, Richard ventures south on his own. But only with the help of Olga, an eccentric owl with an imaginary friend and Kiki, a narcissistic, disco-singing parakeet, does he stand a chance to reach his goal and learn to accept who he really is.",85,"Family, Fantasy, Adventure, Animation, Comedy",2017,"Cooper Kelly Kramer, Shannon Conley, Marc Thompson, Jason Griffith, Maud Ackermann, Jonathan Todd Ross, Schroeder Kacmar, Drake Bell",5.905
5854,Pacific Vein,Ulu Braun,,The endless tracking shot through a picturesque US panorama allows the American Dream to slide into ghostly auto-suggestion while Assange and Bezos ponder life.,12,Animation,2024,N/A,0.0
5855,Coma,Michael Crichton,Imagine your life hangs by a thread. Imagine your body hangs by a wire. Imagine you're not imagining.,A young female doctor discovers something sinister going on in her hospital. Relatively healthy patients are having 'complications' during simple operations and ending up in comas. The patients are then shipped off to an institute that looks after them. The young doctor suspects there is more to this than meets the eye.,113,"Thriller, Mystery, Science Fiction",1978,"Geneviève Bujold, Michael Douglas, Elizabeth Ashley, Rip Torn, Richard Widmark, Lois Chiles, Hari Rhodes, Richard Doyle, Alan Haufrect, Lance LeGault, Michael MacRae, Frank Downing",6.741
5856,Before the Fall,Dennis Gansel,Men make history. We make the men.,"In 1942, Friedrich Weimer's boxing skills get him an appointment to a National Political Academy (NaPolA) – high schools that produce Nazi elite. Over his father's objections, Friedrich enrolls. During his year in seventh column,Friedrich encounters hazing, cruelty, death, and the Nazi code. His friendship with Albrecht, the ascetic son of the area's governor, is central to this education.",117,Drama,2004,"Max Riemelt, Tom Schilling, Devid Striesow, Joachim Bißmeier, Justus von Dohnányi, Michael Schenk, Florian Stetter, Alexander Held, Sissy Höfferer, Jonas Jägermeyr, Leon A. Kersten, Claudia Michelsen",7.032
5857,Zeros and Ones,Abel Ferrara,It's always deadliest before the dawn.,"Called to Rome to stop an imminent terrorist bombing, a soldier desperately seeks news of his imprisoned brother — a rebel with knowledge that could thwart the attack. Navigating the capital's darkened streets, he races to a series of ominous encounters to keep the Vatican from being blown to bits.",85,"War, Thriller",2021,"Ethan Hawke, Cristina Chiriac, Phil Neilson, Valerio Mastandrea, Valeria Correale, Dounia Sichov, Babak Karimi, Korlan Rachmetova, Stephen Gurewitz, Mahmut Sifa Erkaya, Carla Cassola, Anna Ferrara",4.905
5858,Jesus Christ Superstar,Norman Jewison,And now the film…,"As played out by a theatre troupe, the last days of Jesus Christ are depicted from the perspective of Judas Iscariot, his betrayer. As Jesus' following increases, Judas begins to worry that Jesus is falling for his own hype, forgetting the principles of his teachings and growing too close to the prostitute Mary Magdalene.",108,"Music, Drama",1973,"Ted Neeley, Carl Anderson, Yvonne Elliman, Barry Dennen, Bob Bingham, Larry Marshall, Josh Mostel, Kurt Yaghjian, Paul Thomas, Pi Douglass, Robert LuPone, Jonathan Wynne",7.0
5859,Women in Cellblock 9,Jesús Franco,,"A group of female freedom-fighters led by Karine Levere is caught by the warden of a women's prison, located somwhere in the South American jungle. None of them will reveal the secrets of their organisation or the names of their collaborators in the cities, so they are handed over to Dr. Costa who, after four years inactivity in Europe, is delighted to be able to practice his torture techniques once more.  Laverne fails to resist the inhuman treatments and reveals all. The only hope of saving the organization is for the girls to warn the city cell before it's too late. They trick the prison guard into having sex with them, knock him out and break out of prison. The warden and Dr. Costa must prevent them from revealing the practices inside the prison. The hunt is on and it's shoot to kill...",75,"Drama, Action, Crime, Horror",1978,"Karine Gambier, Howard Vernon, Susan Hemingway, Aida Gouveia, Esther Studer, Dora Doll, Cesar Anahory",4.446
5860,The Postcard Killings,Danis Tanović,,"After suffering a personal tragedy, and desperate for justice, Jacob Kanon, a veteran New York City police detective, embarks on the search for a twisted killer who is leaving a bloody trail of elaborate murders across Europe.",101,"Drama, Thriller",2020,"Jeffrey Dean Morgan, Famke Janssen, Cush Jumbo, Joachim Król, Steven Mackintosh, Naomi Battrick, Ruairí O'Connor, Denis O'Hare, Eva Röse, Lukas Loughran, Dylan Devonald Smith, Sallie Harmsen",6.427
5861,Split Second,Tony Maylam,He's seen the future. Now he has to kill it.,"In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner and has haunted him ever since — but he soon discovers what he is hunting might not be human.",90,"Action, Crime, Horror, Science Fiction",1992,"Rutger Hauer, Kim Cattrall, Michael J. Pollard, Alastair Duncan, Alun Armstrong, Pete Postlethwaite, Ian Dury, Roberta Eaton, Tony Steedman, Steven Hartley, Sara Stockbridge, Colin Skeaping",5.947
5862,We Are the Nobles,Gary Alazraki,A falta de plata... Sale el cobre,"Tells the ""riches to rags"" story of the Nobles, three upper-class twenty-somethings that appear to have no limits to their checkbooks, and no direction in their lives. Until one day, their father tries to teach them a lesson by staging a financial scandal that forces the whole family to escape to an old house in the poor side of town, and leads the ""kids"" to do what they haven't done before: get jobs.",108,Comedy,2013,"Gonzalo Vega, Luis Gerardo Méndez, Karla Souza, Juan Pablo Gil, Ianis Guerrero, Mario Haddad, Karla Sofía Gascón, Alberto Zeni, Francisco Aguirre, Carlos Alazraki Grossman, Gary Alazraki, Mark Alazraki",7.854
5863,Crime Busters,Enzo Barboni,"Hill and Spencer! They're a pair of car-crashing, womanizing, rough-housing loudmouths... and they're the good guys!",An attempted robbery turns to be an unexpected recruitment when two unemployed men mistakenly break into a police office instead of a store.,115,"Action, Comedy",1977,"Terence Hill, Bud Spencer, David Huddleston, Luciano Catenacci, Ezio Marano, Luciano Rossi, Luigi Casellato, Edy Biagetti, Jill Flanter, Laura Gemser, April Clough, Riccardo Pizzuti",6.95
5864,Life Itself,Dan Fogelman,Life will surprise you,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",118,"Drama, Romance",2018,"Oscar Isaac, Olivia Wilde, Annette Bening, Antonio Banderas, Mandy Patinkin, Jean Smart, Olivia Cooke, Sergio Peris-Mencheta, Laia Costa, Àlex Monner, Isabel Durant, Lorenza Izzo",7.231
5865,The Cave,Bruce Hunt,There are places man was never meant to go.,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",97,"Action, Adventure, Horror, Thriller",2005,"Cole Hauser, Lena Headey, Morris Chestnut, Eddie Cibrian, Piper Perabo, Daniel Dae Kim, Kieran Darcy-Smith, Rick Ravanello, Marcel Iureș, Vlad Rădescu, Simon Kunz, David Kennedy",5.4
5866,The Cabinet of Dr. Caligari,Robert Wiene,You must become Caligari!,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",78,"Drama, Horror, Thriller, Crime",1920,"Werner Krauß, Conrad Veidt, Friedrich Fehér, Lil Dagover, Hans Heinrich von Twardowski, Rudolf Lettinger, Henri Peters-Arnolds, Rudolf Klein-Rogge, Hans Lanser-Rudolf, Ludwig Rex, Elsa Wagner",7.949
5867,My Bloody Valentine,George Mihalka,There's more than one way to lose your heart...,"Twenty years after a Valentine's Day tragedy claimed the lives of five miners, Harry Warden returns for a vengeful massacre among teen sweethearts gearing up for another party.",90,"Horror, Thriller, Mystery",1981,"Paul Kelman, Lori Hallier, Neil Affleck, Keith Knight, Cynthia Dale, Alf Humphreys, Helene Udy, Carl Marotte, Don Francks, Rob Stein, Thomas Kovacs, Peter Cowper",6.5
